239.   -2.151657 -10.1638  -8.2606164e-6 -0.000012053
240.   -2.134442 -10.1249  -8.1323911e-6 -0.000011928
241.   -2.117430 -10.0863  -8.0066090e-6  -0.000011805
242.   -2.100618 -10.0479  -7.8832153e-6 -0.000011684
243.   -2.084003 -10.0099  -7.7621565e-6 -0.000011564
244.   -2.067581 -9.97212  -7.6433807e-6 -0.000011445
245.   -2.051351 -9.93460  -7.5268371e-6 -0.000011328
246.   -2.035308 -9.89736  -7.4124764e-6 -0.000011213
247.   -2.019451 -9.86037  -7.3002502e-6 -0.000011099
248.   -2.003776 -9.82365  -7.1901118e-6 -0.000010986
249.   -1.988281 -9.78719  -7.0820153e-6 -0.000010875
250.   -1.972962 -9.75099  -6.9759161e-6 -0.000010765
251.   -1.957818 -9.71504  -6.8717707e-6 -0.000010657
252.   -1.942845 -9.67935  -6.769536e-6  -0.000010550
253.   -1.928042 -9.64390  -6.669172e-6  -0.000010444
254.   -1.913405 -9.60870  -6.5706384e-6 -0.000010340
255.   -1.898932 -9.57375  -6.4738944e-6 -0.000010236
256.   -1.884621 -9.53904  -6.3789024e-6 -0.000010135
257.   -1.870469 -9.50457  -6.2856249e-6 -0.000010034
258.   -1.856474 -9.47034  -6.1940254e-6  -9.935085e-6
259.   -1.842634 -9.43635  -6.1040683e-6  -9.836963e-6
260.   -1.828946 -9.40258  -6.0157188e-6  -9.740051e-6
261.   -1.815409 -9.36905  -5.9289430e-6  -9.644331e-6
262.   -1.802019 -9.33575  -5.8437079e-6  -9.549787e-6
263.   -1.788776 -9.30267  -5.7599810e-6  -9.456402e-6
264.   -1.775677 -9.26982  -5.6777310e-6  -9.364161e-6
265.   -1.762719 -9.23719  -5.5969270e-6  -9.273047e-6
266.   -1.749901 -9.20478  -5.5175390e-6  -9.183045e-6
267.   -1.737221 -9.17259  -5.4395377e-6  -9.094139e-6
268.   -1.724677 -9.14061  -5.3628944e-6  -9.006313e-6
269.   -1.712267 -9.10885  -5.2875814e-6  -8.919554e-6
270.   -1.699989 -9.07730  -5.2135711e-6  -8.833845e-6
271.   -1.687841 -9.04596  -5.1408371e-6  -8.749173e-6
272.   -1.675821 -9.01483  -5.0693533e-6  -8.665522e-6
273.   -1.663928 -8.98390  -4.9990943e-6  -8.582879e-6
274.   -1.652161 -8.95318  -4.9300352e-6  -8.501230e-6
275.   -1.640516 -8.92266  -4.8621520e-6  -8.420560e-6
276.   -1.628992 -8.89233  -4.7954208e-6  -8.340857e-6
277.   -1.617589 -8.86221  -4.7298186e-6  -8.262107e-6
278.   -1.606303 -8.83228  -4.6653227e-6  -8.184296e-6
279.   -1.595135 -8.80255  -4.6019112e-6  -8.107412e-6
280.   -1.584081 -8.77301  -4.5395624e-6  -8.031442e-6
281.   -1.573140 -8.74366  -4.4782553e-6  -7.956373e-6
282.   -1.562312 -8.71450  -4.4179692e-6  -7.882192e-6
283.   -1.551594 -8.68553  -4.3586841e-6  -7.808888e-6
284.   -1.540984 -8.65674  -4.3003802e-6  -7.7364493e-6
285.   -1.530482 -8.62814  -4.2430385e-6  -7.664862e-6
286.   -1.520086 -8.59972  -4.1866399e-6  -7.594116e-6
287.   -1.509795 -8.57147  -4.1311663e-6  -7.5241993e-6
288.   -1.499607 -8.54341  -4.0765997e-6  -7.4551002e-6
289.   -1.489521 -8.51553  -4.0229224e-6  -7.3868078e-6
290.   -1.479535 -8.48782  -3.9701173e-6  -7.3193110e-6
291.   -1.469649 -8.46028  -3.9181677e-6  -7.2525989e-6
292.   -1.459860 -8.43292  -3.8670570e-6  -7.1866608e-6
293.   -1.450168 -8.40573  -3.8167694e-6  -7.1214862e-6
294.   -1.440571 -8.37871  -3.7672890e-6  -7.0570647e-6
295.   -1.431069 -8.35185  -3.7186006e-6  -6.9933860e-6
296.   -1.421659 -8.32517  -3.6706891e-6  -6.9304400e-6
297.   -1.412341 -8.29864  -3.623539e-6   -6.8682169e-6
298.   -1.403114 -8.27228  -3.577138e-6   -6.8067068e-6
299.   -1.393976 -8.24608  -3.531470e-6   -6.7459000e-6
300.   -1.384926 -8.22005  -3.486523e-6   -6.6857871e-6
#.END-OF-FILE
