320
0       0       2            
0       0       5            
0       0       6            
0       1       6            
0       2       4            
0       2       10           
0       2       19           
0       2       21           
0       2       24           
0       2       28           
0       3       2            
0       3       11           
0       3       13           
0       3       14           
0       3       15           
0       3       16           
0       3       19           
0       3       23           
0       3       30           
0       4       10           
0       4       15           
0       4       16           
0       5       0            
0       5       13           
0       5       15           
0       5       17           
0       5       21           
0       5       25           
0       5       29           
0       6       0            
0       6       5            
0       6       8            
0       6       9            
0       6       13           
0       6       16           
0       6       21           
0       8       17           
0       8       19           
0       8       20           
0       8       21           
0       8       23           
0       10      7            
0       10      10           
0       10      11           
0       10      15           
0       10      17           
0       10      21           
0       10      24           
0       10      25           
0       10      26           
0       10      27           
0       10      28           
0       11      12           
0       11      24           
0       13      16           
0       14      14           
0       15      30           
1       0       6            
1       2       24           
1       3       1            
1       3       3            
1       3       22           
1       3       27           
1       4       7            
1       4       23           
1       5       3            
1       5       10           
1       5       31           
1       6       0            
1       6       1            
1       11      23           
1       11      25           
1       11      26           
1       11      27           
1       11      31           
1       12      1            
1       12      7            
1       12      10           
1       12      17           
1       12      26           
1       15      24           
1       15      30           
9       0       12           
9       0       16           
9       0       20           
9       1       3            
9       1       4            
9       1       5            
9       1       9            
9       1       11           
9       1       14           
9       1       17           
9       1       18           
9       1       19           
9       2       24           
9       2       26           
9       2       27           
9       2       29           
9       2       30           
9       3       0            
9       3       2            
9       3       5            
9       3       16           
9       3       17           
9       3       19           
9       3       25           
9       3       26           
9       3       28           
9       4       0            
9       4       5            
9       4       20           
9       4       25           
9       5       0            
9       5       3            
9       5       4            
9       5       6            
9       5       7            
9       5       9            
9       5       15           
9       5       18           
9       5       20           
9       5       21           
9       5       29           
9       6       4            
9       6       5            
9       6       17           
9       6       23           
9       6       24           
9       6       26           
9       6       27           
9       7       15           
9       7       16           
9       7       22           
9       7       23           
9       7       24           
9       7       26           
9       7       30           
9       8       4            
9       8       6            
9       8       7            
9       8       9            
9       8       15           
9       9       20           
9       10      30           
9       12      15           
9       12      16           
9       12      17           
9       12      21           
9       13      19           
9       13      21           
9       13      23           
9       13      25           
9       14      25           
9       14      27           
9       15      25           
9       15      31           
10      0       7            
10      0       10           
10      0       20           
10      1       21           
10      1       23           
10      1       24           
10      1       25           
10      2       2            
10      3       18           
10      3       20           
10      3       23           
10      3       25           
10      3       27           
10      3       29           
10      3       30           
10      3       31           
10      4       4            
10      4       5            
10      4       21           
10      4       22           
10      4       23           
10      4       26           
10      4       27           
10      5       15           
10      6       0            
10      6       8            
10      6       10           
10      6       13           
10      6       20           
10      6       28           
10      6       29           
10      6       30           
10      6       31           
10      7       1            
10      7       7            
10      7       8            
10      7       9            
10      7       10           
10      7       15           
10      7       26           
10      7       27           
10      7       28           
10      7       29           
10      8       1            
10      9       2            
10      11      8            
10      11      11           
10      12      4            
10      12      7            
10      12      9            
10      12      10           
10      12      28           
10      12      29           
10      12      31           
10      13      0            
10      13      18           
10      14      6            
10      15      4            
10      15      27           
10      15      28           
17      1       3            
17      2       26           
17      2       30           
17      3       7            
17      3       14           
17      3       18           
17      3       20           
17      3       21           
17      3       23           
17      3       25           
17      3       26           
17      4       2            
17      4       4            
17      4       7            
17      4       8            
17      4       9            
17      4       13           
17      4       15           
17      4       17           
17      4       18           
17      4       22           
17      5       1            
17      5       6            
17      5       7            
17      5       18           
17      6       10           
17      6       24           
17      8       30           
17      9       0            
17      9       5            
17      9       9            
17      9       10           
17      9       14           
17      9       21           
17      9       26           
17      9       27           
17      9       31           
17      10      0            
17      10      4            
17      11      1            
17      11      5            
17      11      6            
17      11      7            
17      11      9            
17      11      10           
17      11      11           
17      11      12           
17      11      15           
17      11      17           
17      11      18           
17      11      20           
17      11      24           
17      11      26           
17      11      28           
17      11      29           
17      11      31           
17      14      27           
17      14      28           
18      0       20           
18      0       23           
18      1       29           
18      1       30           
18      2       0            
18      2       5            
18      2       6            
18      4       2            
18      4       7            
18      4       20           
18      4       24           
18      4       25           
18      4       27           
18      4       31           
18      5       0            
18      5       2            
18      6       4            
18      6       27           
18      7       14           
18      7       18           
18      7       20           
18      7       22           
18      7       23           
18      8       0            
18      8       1            
18      8       27           
18      9       5            
18      9       10           
18      9       12           
18      9       13           
18      9       14           
18      9       16           
18      9       17           
18      9       24           
18      10      7            
18      10      19           
18      10      22           
18      10      23           
18      11      1            
18      11      3            
18      11      15           
18      11      18           
18      12      7            
18      12      23           
18      13      23           
18      14      15           
