0.250222   7.9008   1.2556  0.010000   0.001698  0.001788  0.000000  
0.253760   7.8096   1.2394  0.010000   0.001551  0.001626  0.000000  
0.257334   7.7189   1.2229  0.010000   0.001411  0.001477  0.000000  
0.260946   7.6287   1.2061  0.010000   0.001277  0.001340  0.000000  
0.264600   7.5389   1.1890  0.010000   0.001144  0.001213  0.000000  
0.268298   7.4496   1.1716  0.010000   0.001011  0.001097  0.000000  
0.272044   7.3607   1.1539  0.010000   0.000879  0.000991  0.000000  
0.280751   7.1626   1.1135  0.035000   0.002080  0.002746  0.000000  
0.294808   6.8550   1.0458  0.035000   0.001073  0.001869  0.000000  
0.309802   6.5466   0.9729  0.035000   0.000598  0.001237  0.000000  
0.325982   6.2360   0.8935  0.035000   0.000357  0.000791  0.000000  
0.343676   5.9215   0.8062  0.035000   0.000210  0.000486  0.000000  
0.363339   5.5994   0.7091  0.035000   0.000115  0.000283  0.000000  
0.385619   5.2643   0.5998  0.035000   0.000054  0.000154  0.000000  
0.411497   4.9113   0.4741  0.035000   0.000018  0.000076  0.000000  
0.442571   4.5314   0.3262  0.035000  -0.000002  0.000033  0.000000  
0.481707   4.1077   0.1459  0.035000  -0.000012  0.000012  0.000000  
0.523422   3.7037  -0.0483  0.023730  -0.000010  0.000003  0.000000  
0.562430   3.3650  -0.2219  0.018099  -0.000009  0.000001  0.000000  
0.600638   3.0595  -0.3867  0.013804  -0.000007  0.000000  0.000000  
0.637722   2.7785  -0.5420  0.010528  -0.000006  0.000000  0.000000  
0.673285   2.5126  -0.6863  0.008030  -0.000005  0.000000  0.000000  
0.706835   2.2482  -0.8173  0.006124  -0.000004  0.0       0.0       
0.737676   1.9661  -0.9300  0.004671  -0.000001  0.0       0.0       
0.765309   1.6944  -1.0287  0.003563   0.0       0.0       0.0       
0.789883   1.4664  -1.1237  0.002717   0.0       0.0       0.0       
0.811795   1.2740  -1.2160  0.002072   0.0       0.0       0.0       
0.831385   1.1102  -1.3064  0.001581   0.0       0.0       0.0       
0.848946   0.9695  -1.3955  0.001206   0.0       0.0       0.0       
0.864737   0.8476  -1.4838  0.000919   0.0       0.0       0.0       
0.878987   0.7412  -1.5721  0.000701   0.0       0.0       0.0       
0.891906   0.6476  -1.6610  0.000535   0.0       0.0       0.0       
0.903687   0.5644  -1.7515  0.000408   0.0       0.0       0.0       
0.914518   0.4898  -1.8451  0.000311   0.0       0.0       0.0       
1.01       0.0     -3.0     0.0        0.0       0.0       0.0 


First and last entries of above table have been added to 
simplify splining.

Neutrino and energy production in the standard model
Table 4.5: Neutrino Astrophysics 1989, p. 94

The models are taken from Bahcall and Ulrich (1988).
There is an earlier, but less detailed, model in
Rev. Mod. Phys. 54, July 1982, Table VII.  
It can be used for comparison.  I do not have that model readily 
available in machine readable form, but it is sufficiently short that one 
can enter the numbers by hand. You will have to calculate the electron 
density for this earlier model from:
electron density = 0.5 [1 + X}*density/(mass of hydrogen atom).

Columns in part a) represent:

1. Radius in units of the solar radius
2. Temperature in units of 10^6 K
3. Logarithm (to the base 10) of the electron density in units of
   cm^{-3}/N_A, where N_A is the Avogadro number
4. Mass of the zone with the given radius in units of one solar mass 
5. Fraction of the total luminosity produced in the zone
6. Fraction of pp neutrinos produced in the zone
7. Fraction of boron neutrinos produced in the zone

a)




Columns in part b) represent:

1. Radius in units of the solar radius
2. fraction of nitrogen-13 neutrinos produced in the zone
3. Fraction of oxygen-15 neutrinos produced in the zone
4. Fraction of fluor-17 neutrinos produced in the zone
5. Fraction of beryllium neutrinos produced in the zone
6. Fraction of pep neutrinos produced in the zone
7. Fraction of hep neutrinos produced in the zone

b)

0.001953  0.000386  0.000450  0.000462  0.000196  0.000059  0.000015
0.006088  0.002651  0.003095  0.003177  0.001364  0.000411  0.000107
0.010122  0.006981  0.008150  0.008381  0.003655  0.001114  0.000294
0.013896  0.013073  0.015262  0.015731  0.006999  0.002167  0.000581
0.017775  0.020413  0.023830  0.024634  0.011270  0.003564  0.000974
0.021711  0.028423  0.033181  0.034405  0.016305  0.005298  0.001484
0.025693  0.036493  0.042602  0.044307  0.021905  0.007356  0.002122
0.029718  0.044046  0.051419  0.053611  0.027844  0.009720  0.002898
0.033788  0.050574  0.059040  0.061660  0.033868  0.012362  0.003825
0.037907  0.055686  0.065008  0.067924  0.039720  0.015249  0.004912
0.042079  0.059124  0.069022  0.072039  0.045144  0.018337  0.006168
0.046308  0.060771  0.070945  0.073828  0.049901  0.021571  0.007600
0.050601  0.060647  0.070802  0.073306  0.053788  0.024891  0.009208
0.054961  0.058888  0.068748  0.070658  0.056647  0.028227  0.010990
0.059393  0.055721  0.065053  0.066204  0.058372  0.031504  0.012940
0.063905  0.051456  0.060075  0.060390  0.058920  0.034673  0.015060
0.068501  0.046398  0.054171  0.053651  0.058302  0.037636  0.017324
0.073187  0.040865  0.047712  0.046434  0.056603  0.040281  0.019689
0.077968  0.035170  0.041065  0.039174  0.053944  0.042559  0.022137
0.082850  0.029583  0.034544  0.032220  0.050486  0.044404  0.024634
0.087781  0.023817  0.027814  0.025313  0.045402  0.044701  0.026491
0.092547  0.017765  0.020748  0.018410  0.037788  0.041595  0.026296
0.097020  0.013367  0.015615  0.013513  0.031599  0.038698  0.026014
0.101255  0.010132  0.011838  0.009994  0.026531  0.035997  0.025663
0.105291  0.007727  0.009030  0.007440  0.022354  0.033479  0.025258
0.109159  0.005923  0.006924  0.005569  0.018892  0.031132  0.024812
0.112881  0.004559  0.005332  0.004188  0.016010  0.028945  0.024332
0.116478  0.003523  0.004122  0.003162  0.013600  0.026907  0.023825
0.119964  0.002731  0.003197  0.002396  0.011579  0.025008  0.023299
0.123353  0.002127  0.002487  0.001822  0.009877  0.023238  0.022758
0.126654  0.001673  0.001939  0.001389  0.008441  0.021589  0.022206
0.129878  0.001355  0.001516  0.001061  0.007226  0.020053  0.021647
0.133032  0.001185  0.001187  0.000813  0.006195  0.018622  0.021083
0.135789  0.000928  0.000745  0.000501  0.004217  0.013595  0.016052
0.138164  0.001061  0.000616  0.000408  0.003747  0.012828  0.015708
0.140507  0.001341  0.000510  0.000332  0.003332  0.012102  0.015365
0.142820  0.001789  0.000421  0.000271  0.002965  0.011416  0.015024
0.145104  0.002404  0.000347  0.000221  0.002640  0.010767  0.014684
0.147362  0.003168  0.000285  0.000181  0.002352  0.010153  0.014347
0.149596  0.004035  0.000233  0.000148  0.002097  0.009572  0.014013
0.151808  0.004942  0.000190  0.000121  0.001870  0.009024  0.013682
0.153998  0.005820  0.000154  0.000099  0.001669  0.008505  0.013355
0.156168  0.006602  0.000124  0.000081  0.001491  0.008015  0.013032
0.158320  0.007234  0.000099  0.000067  0.001333  0.007552  0.012713
0.160455  0.007683  0.000079  0.000055  0.001192  0.007115  0.012398
0.162574  0.007934  0.000062  0.000045  0.001066  0.006702  0.012089
0.164679  0.007992  0.000049  0.000037  0.000955  0.006312  0.011784
0.166769  0.007875  0.000038  0.000030  0.000855  0.005943  0.011484
0.168847  0.007611  0.000030  0.000025  0.000766  0.005595  0.011188
0.170916  0.007263  0.000024  0.000021  0.000689  0.005272  0.010903
0.172973  0.006834  0.000018  0.000017  0.000620  0.004967  0.010623
0.175019  0.006323  0.000014  0.000014  0.000556  0.004674  0.010343
0.177055  0.005786  0.000011  0.000012  0.000499  0.004397  0.010068
0.179084  0.005243  0.000009  0.000010  0.000448  0.004135  0.009797
0.181104  0.004712  0.000007  0.000008  0.000403  0.003888  0.009532
0.183118  0.004203  0.000005  0.000007  0.000362  0.003654  0.009273
0.185125  0.003727  0.000004  0.000005  0.000325  0.003434  0.009018
0.187127  0.003286  0.000003  0.000005  0.000292  0.003227  0.008768
0.189788  0.004596  0.000004  0.000006  0.000422  0.004947  0.014072
0.193106  0.003658  0.000003  0.000004  0.000353  0.004453  0.013416
0.196415  0.002886  0.000002  0.000003  0.000296  0.004005  0.012783
0.199718  0.002261  0.000001  0.000002  0.000247  0.003599  0.012173
0.203018  0.001761  0.000001  0.000002  0.000207  0.003231  0.011585
0.206317  0.001366  0.000001  0.000001  0.000173  0.002898  0.011019
0.209618  0.001055  0.000000  0.000001  0.000145  0.002597  0.010476
0.212923  0.000812  0.000000  0.000001  0.000121  0.002324  0.009954
0.216234  0.000624  0.000000  0.000000  0.000102  0.002078  0.009453
0.219555  0.000478  0.000000  0.000000  0.000085  0.001856  0.008973
0.222887  0.000365  0.000000  0.000000  0.000071  0.001656  0.008513
0.226232  0.000278  0.000000  0.000000  0.000059  0.001476  0.008073
0.229593  0.000211  0.000000  0.000000  0.000049  0.001313  0.007653
0.232972  0.000160  0.000000  0.000000  0.000041  0.001167  0.007251
0.236372  0.000121  0.000000  0.000000  0.000034  0.001035  0.006869
0.239794  0.000091  0.000000  0.000000  0.000029  0.000917  0.006504
0.243241  0.000068  0.000000  0.000000  0.000024  0.000811  0.006157
0.246716  0.000051  0.000000  0.000000  0.000020  0.000716  0.005827
0.250222  0.000038  0.000000  0.000000  0.000016  0.000631  0.005510
0.253760  0.000028  0.000000  0.000000  0.000013  0.000555  0.005203
0.257334  0.000021  0.000000  0.000000  0.000011  0.000487  0.004898
0.260946  0.000016  0.000000  0.000000  0.000009  0.000427  0.004585
0.264600  0.000011  0.000000  0.000000  0.000007  0.000374  0.004253
0.268298  0.000008  0.000000  0.000000  0.000006  0.000326  0.003895
0.272044  0.000006  0.000000  0.000000  0.000005  0.000284  0.003504
0.280751  0.000010  0.000000  0.000000  0.000008  0.000724  0.008788
0.294808  0.000003  0.000000  0.000000  0.000002  0.000429  0.004266
0.309802  0.000001  0.000000  0.000000  0.000001  0.000244  0.001665
0.325982  0.000000  0.000000  0.000000  0.000000  0.000133  0.000569
0.343676  0.000000  0.000000  0.000000  0.000000  0.000068  0.000176
0.363339  0.000000  0.000000  0.000000  0.000000  0.000032  0.000049
