From the ESTAR web site (NIST). CSDA is "Continuously Slowing Down
Approximation". "D." is Density. For lower energyies see
ElectronsInGasLow.txt (but all of the information is not available then).

Electron in CounterGas
Density: 	0.0019 (g/cm3)
Mean Excitation Energy: 	83.5 (eV)
Atomic Constituents: 	
He 	0.2049
CF4 	0.7951

ESTAR: Stopping Powers and Range Tables for Electrons

Counter Gas (Density=0.0019 g/cm3) (I=87.7 eV)

Kinetic    Collision Radiative Total     CSDA      Radiation D. Effect 
Energy     Stp. Pow. Stp. Pow. Stp. Pow. Range     Yield     Parameter 
MeV        MeV cm2/g MeV cm2/g MeV cm2/g g/cm2                         

 2.000E+02 2.398E+00 4.694E+00 7.092E+00 5.052E+01 4.430E-01 2.273E+00 
 2.500E+02 2.420E+00 5.929E+00 8.349E+00 5.701E+01 4.919E-01 2.633E+00 
 3.000E+02 2.439E+00 7.168E+00 9.607E+00 6.258E+01 5.314E-01 2.933E+00 
 3.500E+02 2.454E+00 8.411E+00 1.087E+01 6.748E+01 5.641E-01 3.189E+00 
 4.000E+02 2.467E+00 9.657E+00 1.212E+01 7.183E+01 5.918E-01 3.414E+00 
 4.500E+02 2.478E+00 1.091E+01 1.338E+01 7.575E+01 6.156E-01 3.614E+00 
 5.000E+02 2.488E+00 1.215E+01 1.464E+01 7.932E+01 6.363E-01 3.795E+00 
 5.500E+02 2.497E+00 1.341E+01 1.590E+01 8.260E+01 6.545E-01 3.961E+00 
 6.000E+02 2.505E+00 1.466E+01 1.716E+01 8.562E+01 6.707E-01 4.113E+00 
 7.000E+02 2.519E+00 1.717E+01 1.969E+01 9.106E+01 6.982E-01 4.386E+00 
 8.000E+02 2.531E+00 1.968E+01 2.221E+01 9.584E+01 7.209E-01 4.625E+00 
 9.000E+02 2.542E+00 2.219E+01 2.473E+01 1.001E+02 7.399E-01 4.840E+00 
 1.000E+03 2.551E+00 2.470E+01 2.726E+01 1.040E+02 7.561E-01 5.033E+00 
---------------------------------------------
0.0019

density
